Topic,ID,Segment,IdeaUnit,label,NoteText
Physics,6260218,1,Laser beams are like aligned soldiers and flashlights are like crowd of commuters,0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,"The light??s specificity, distance, and consistency make lasers precise, powerful beams of energy",1,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,2,Creating a laser requires atoms with electrons,1,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,"A load of atoms could be solid, liquid, or gas, and is called the medium",0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,"To create a laser, you also need something to stimulate the medium",1,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,A flash tube emits light to stimulate medium,0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,Ruby crystal can serve as a red laser's medium,0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,Ruby crystal absorbs energy from flash tube (absorption),0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,The electrons quickly return to their original energy level called ground state,0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,"Electrons release energy when revert to ground state, which is called spontaneous emission",0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,"Traveling photons can stimulate other already-excited atoms, making them emit a photon",0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,Stimulated emission doubles the light,0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,"Radio waves, X-rays and infrared light, lasers make electromagnetic radiation",0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,Radiation is electrons giving off absorbed energy,0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,Shifting an electron up an energy level is absorption,0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,Spontaneous emission of radiation is the atom giving off light or emitting radiation,0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,"Typically, a medium has more electrons in their ground state than their excited state",0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2, The meta-stable state is a short-term excited condition,0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,We amplify light using stimulated emission of radiation,0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,2,LASER stands for Light Amplification by Stimulated Emission of Radiation,0,"electrons make up lasers and it needs something to stimulate atoms
 electrons are at level 1
 absorption of electrons at level 2
 
 spontaneous emission
 stimulated emission
 
 electromagnetic radiation  electromagnetic raidation
 light 
 amplification
 stimulated 
 emission 
 "
Physics,6260218,3,Quantum is the smallest quantity of energy,1,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,"To make an electron move to a higher level, a precise amount of energy should be fed",1,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,"When lasers emits energy, they create a lot of photons, identical in energy, frequency, and wavelength",0,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,Frequency and wavelength determine the color of the light,0,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,Laser light is monochromatic,0,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,"There are five laser types: solid, gas, liquid, semiconductor, and fiber",1,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,Doping is the process of replacing solid atoms with impure ones,0,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,Gas lasers produce continuous beams,1,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,Gas lasers use noble gas or CO2 as the medium,0,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,CO2 lasers are used in industrial cutting and engraving,0,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,Liquid dye lasers can make lasers with many different colors,1,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,"Solid, liquid, and gas lasers require expensive equipment",0,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,Semiconductors are small and cheap,0,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,"Semiconductor lasers are found in CD players, printers, and barcode scanners",0,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,A fiber optic is as thin as a human hair,0,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,Lasers can send signals without data loss,0,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,Data sent over a fiber optic cable is not vulnerable to electrical interference,0,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,3,Using fiber optic cable results in fewer signal dropouts,0,"the smallest quantity of energy is quantum
 inject precise quantum of energy
 lasers create photons - electromagnetic radiation
 
 solid, liquid, gas, fiber types of lasers
  
 doping and high powered beams
   gas lasers - continuous beams and high power efficiency
use organic dye 
can make lasers out of different colors
fiber, liquid, 

charles towne"
Physics,6260218,4,The James Bond movie Goldfinger (1964) introduced people to lasers,1,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,CO2 lasers are used for cutting fabrics,1,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,Lasers can remove skin discoloration or tumors,1,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,"LASIK uses lasers to reshape the cornea, which is an irreversible procedure",0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,Reversible LASIK places a special contact lens on the cornea,0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,Barcode scanners utilize lasers for data reading,0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,DVD players utilize lasers for data reading,0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,Lasers are also used to send and receive signals for the internet,0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,One of the biggest users of lasers is the military,0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,Military uses guided weapons and missiles,0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,"Strategic Defense Initiative (SDI) is commonly known as the ""Star Wars program",0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,SDI planned to use nuclear reactor to power lasers in space,1,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,SDI was never implemented,0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,"In 2014, the US Navy tested a Laser Weapon System in the Persian Gulf",0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,"In low energy state, the laser can be used to cripple the sensors of a target",0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,"In high energy state, the laser can destroy the target altogether",0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,Lasers are cheaper than conventional missiles because the only cost is the energy it takes to make the laser,0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Physics,6260218,4,Lasers are cheaper because they do not require hardware missiles and storage,0,"Goldfinger- James bond

the laser uses- carbon dioxide lasers
industrial cutting 

Lasik surgery 
remove tumors  SDI - laser as a weapon 
orbiting satellites use X-ray lasers

pervasive uses "
Statistics,6260216,1,Statistics involves collecting and analyzing data.,1,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,The population is the entire collection of objects or individuals about which information is desired. ,1,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,"A population can be broad, like all people in a country.",0,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,"A population can be specific, like college students.",0,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,"Factors like births, deaths, immigration, or emigration continuously change the population.",0,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,Researchers use a sample rather than a population ,0,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,It is often not possible to collect a true population. ,1,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,A sample is a subset of the population. ,1,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,Capital or uppercase N refers to the population.,1,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,Lowercase n refers to the sample.,1,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,Finite population statistics is collecting a sample using a random small group of people.,1,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,A good sample looks like the population.,1,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,"There are two types of statistics, descriptive statistics and inferential statistics..",1,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,"Descriptive statistics describes data, like a summary of data.",1,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,"Examples of descriptive statistics are averages, maximum, and minimum.",0,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,Inferential statistics are used to infer or predict the data we don??t have.,1,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,"The weather stations are samples, and the weather in the entire city is a population.",0,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,1,We draw inferences about the weather in places without weather stations.,0,"statistics - collect and analyze data 
 Q about populations 
 pop = people that makes up interested group (entire collected objects) 
 ex: community college students 
 not always possible to obtain populaiton 
   Sample -- subset of pop 
 sampling for when you can't get entire population 
 N population n sample (smaller than pop) 
 ex 5000 pop and sample 50 
 
 Good sample --> look like pop (tricky to accomplish) 
 
 two types of stats - descriptive and inferential 
 descript = describes --> how well company pays the employees (highest, lowest, maximum, minimum, anything that describes the stats )
 infer = predicts --> tell us about data we don't have (10 weather stations - say stuff about places that don't have weather stations)"
Statistics,6260216,2,"Descriptive statistics is about graphing, describing, and characterizing.",1,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
